phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,81709,86325,"1",0,86325,0,"2","0","","","",
1,86326,87277,"2",1,87277,0,"0","0","","","",
2,87278,89453,"3",2,89453,0,"0","0","","","",
3,89454,90576,"4",3,90576,0,"0","0","","","",
4,99159,104209,"1",4,104209,0,"2","0","","","",
5,104210,105025,"2",5,105025,0,"0","0","","","",
6,105026,108324,"3",6,108324,0,"0","0","","","",
7,108324,112472,"4",7,112472,0,"0","0","","","",
8,121749,127635,"1",8,127635,0,"2","0","","","",
9,127636,128484,"2",9,128484,0,"0","0","","","",
10,128485,130422,"3",10,130422,0,"0","0","","","",
11,130423,131886,"4",11,131886,0,"0","0","","","",
12,142236,147049,"1",12,147049,0,"2","0","","","",
13,147050,147899,"2",13,147899,0,"0","0","","","",
14,147900,150585,"3",14,150585,0,"0","0","","","",
15,150586,152626,"4",15,152626,0,"0","0","","","",
16,165292,171223,"1",,,,,,,,,
17,171224,171937,"2",,,,,,,,,
18,171938,174385,"3",,,,,,,,,
19,174386,175916,"4",,,,,,,,,
20,184344,189379,"1",,,,,,,,,
21,189380,190297,"2",,,,,,,,,
22,190298,192507,"3",,,,,,,,,
23,192508,194752,"4",,,,,,,,,
24,204964,210187,"1",,,,,,,,,
25,210188,211037,"2",,,,,,,,,
26,211038,214131,"3",,,,,,,,,
27,214132,216512,"4",,,,,,,,,
28,227354,231879,"1",,,,,,,,,
29,231880,232627,"2",,,,,,,,,
30,232628,235551,"3",,,,,,,,,
31,235552,238918,"4",,,,,,,,,
32,250210,255781,"1",,,,,,,,,
33,255782,256699,"2",,,,,,,,,
34,256700,257923,"3",,,,,,,,,
35,257924,262786,"4",,,,,,,,,
36,274101,279479,"1",,,,,,,,,
37,279480,280397,"2",,,,,,,,,
38,280398,283526,"3",,,,,,,,,
39,283526,284376,"4",,,,,,,,,
40,293520,299504,"1",,,,,,,,,
41,299505,300491,"2",,,,,,,,,
42,300492,302463,"3",,,,,,,,,
43,302464,303484,"4",,,,,,,,,
44,314908,320551,"1",,,,,,,,,
45,320552,321333,"2",,,,,,,,,
46,321334,323407,"3",,,,,,,,,
47,323408,326196,"4",,,,,,,,,
