phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,120418,124950,"1",0,124950,0,"2","0","0","0","",
1,124950,125766,"2",1,125766,0,"0","0","0","0","",
2,125766,128043,"3",2,128043,0,"0","0","0","0","",
3,128044,129370,"4",3,129370,0,"0","0","0","0","",
4,138162,142969,"1",4,142969,0,"1","0","0","0","",
5,142970,143887,"2",5,143887,0,"1","0","0","0","",
6,143888,149090,"3",6,149090,0,"2","1","0","0","",
7,149090,154428,"4",7,154428,0,"1","0","0","0","",
8,164255,170033,"1",8,170033,0,"2","0","0","0","",
9,170034,170781,"2",9,170781,0,"0","0","0","0","",
10,170782,173263,"3",10,173263,0,"1","0","0","0","",
11,173264,175576,"4",11,175576,0,"1","0","0","0","",
12,184886,189617,"1",12,189617,0,"2","0","0","0","",
13,189618,190433,"2",13,190433,0,"0","0","0","0","",
14,190434,191181,"3",14,191181,0,"0","0","0","0","",
15,191182,193970,"4",15,193970,0,"0","0","0","0","",
16,203294,208385,"1",16,208385,0,"3","0","0","0","",
17,208386,209133,"2",17,209133,0,"1","0","0","0","",
18,209134,215661,"3",18,215661,0,"1","0","0","0","",
19,215662,217838,"4",19,217838,0,"1","0","0","0","",
20,227118,231981,"1",20,231981,0,"3","0","0","0","",
21,231982,232865,"2",21,232865,0,"1","0","0","0","",
22,232866,235483,"3",22,235483,0,"0","0","0","0","",
23,235484,237762,"4",23,237762,0,"1","0","0","0","",
24,247838,253605,"1",24,253605,0,"2","0","0","0","",
25,253606,254455,"2",25,254455,0,"0","0","0","0","",
26,254456,257005,"3",26,257005,0,"0","0","0","0","",
27,257006,259182,"4",27,259182,0,"0","0","0","0","",
28,271996,277779,"1",28,277779,0,"2","0","0","0","",
29,277780,278527,"2",29,278527,0,"0","0","0","0","",
30,278528,281824,"3",30,281824,0,"0","0","0","0","",
31,281825,283594,"4",31,283594,0,"1","0","0","0","",
32,295785,301544,"1",32,301544,0,"2","0","0","0","",
33,301545,302360,"2",33,302360,0,"1","0","0","0","",
34,302361,304979,"3",34,304979,0,"0","0","0","0","",
35,304980,306612,"4",35,306612,0,"1","0","0","0","",
36,317575,322896,"1",36,322896,0,"2","0","0","0","",
37,322897,323712,"2",37,323712,0,"0","0","0","0","",
38,323713,326432,"3",38,326432,0,"0","0","0","0","",
39,326433,329392,"4",39,329392,0,"0","0","0","0","",
40,340955,346391,"1",40,346391,0,"2","0","0","0","",
41,346392,347275,"2",41,347275,0,"1","0","0","0","",
42,347276,347853,"3",42,347853,0,"0","0","0","0","",
43,347854,351050,"4",43,351050,0,"1","0","0","0","",
44,362853,368320,"1",44,368320,0,"2","0","0","0","",
45,368321,369205,"2",45,369205,0,"0","0","0","0","",
46,369206,369647,"3",46,369647,0,"0","0","0","0","",
47,369648,373116,"4",47,373116,0,"1","0","0","0","",
