phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,94888,99109,"1",0,99109,0,"1","1","0","0","",
1,99110,99857,"2",1,99857,0,"0","0","0","0","",
2,99858,105365,"3",2,105365,0,"1","0","0","0","",
3,105366,111962,"4",3,111962,0,"2","1","0","0","",
4,125198,129811,"1",4,129811,0,"0","0","0","0","",
5,129812,130491,"2",5,130491,0,"0","0","0","0","",
6,130492,132871,"3",6,132871,0,"0","0","0","0","",
7,132872,133450,"4",7,133450,0,"0","0","0","0","",
8,146619,151197,"1",8,151197,0,"2","0","0","0","",
9,151198,151877,"2",9,151877,0,"0","0","0","0","",
10,151878,153951,"3",10,153951,0,"0","0","0","0","",
11,153952,154462,"4",11,154462,0,"0","0","0","0","",
12,169642,174385,"1",12,174385,0,"1","0","0","0","",
13,174386,175201,"2",13,175201,0,"0","0","0","0","",
14,175202,177411,"3",14,177411,0,"0","0","0","0","",
15,177412,177904,"4",15,177904,0,"1","0","0","0","",
16,192732,197777,"1",16,197777,0,"4","0","0","0","",
17,197778,198559,"2",17,198559,0,"0","0","0","0","",
18,198560,200599,"3",18,200599,0,"0","0","0","0","",
19,200600,201348,"4",19,201348,0,"0","0","0","0","",
20,222228,226337,"1",20,226337,0,"1","0","0","0","",
21,226338,227120,"2",21,227120,0,"0","0","0","0","",
22,227120,228820,"3",22,228820,0,"0","0","0","0","",
23,228820,229500,"4",23,229500,0,"0","0","0","0","",
24,243116,247111,"1",24,247111,0,"1","0","0","0","",
25,247112,247723,"2",25,247723,0,"0","0","0","0","",
26,247724,249525,"3",26,249525,0,"0","0","0","0","",
27,249526,250036,"4",27,250036,0,"0","0","0","0","",
28,262502,266865,"1",28,266865,0,"2","0","0","1","child recognizes object",
29,266866,267579,"2",29,267579,0,"0","0","0","1","child recognizes object",
30,267580,268904,"3",30,268904,0,"0","0","0","1","child recognizes object",
31,268905,269518,"4",31,269518,0,"0","0","0","1","child recongizes object",
32,283823,287911,"1",32,287911,0,"1","0","0","0","",
33,287912,288693,"2",33,288693,0,"1","0","0","0","",
34,288694,290800,"3",34,290800,0,"0","0","0","0","",
35,290801,291720,"4",35,291720,0,"1","0","0","0","",
36,305678,310419,"1",36,310419,0,"1","0","0","0","",
37,310420,311133,"2",37,311133,0,"0","0","0","0","",
38,311134,313309,"3",38,313309,0,"0","0","0","0","",
39,313310,314398,"4",39,314398,0,"0","0","0","0","",
40,327667,331704,"1",40,331704,0,"2","0","0","0","",
41,331704,332349,"2",41,332349,0,"0","0","0","0","",
42,332350,334491,"3",42,334491,0,"0","0","0","0","",
43,334492,336022,"4",43,336022,0,"0","0","0","0","",
44,348988,353565,"1",44,353565,0,"1","0","0","0","",
45,353566,354312,"2",45,354312,0,"0","0","0","0","",
46,354313,356863,"3",46,356863,0,"0","0","0","0","",
47,356864,357816,"4",47,357816,0,"0","0","0","0","",
