phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,92381,97443,"1",0,97443,0,"1","0","0","0","",
1,97444,98123,"2",1,98123,0,"0","0","0","0","",
2,98124,98463,"3",2,98463,0,"0","0","0","0","",
3,98464,101396,"4",3,101396,0,"1","0","0","0","",
4,113718,119645,"1",4,119645,0,"1","0","0","0","",
5,119646,120359,"2",5,120359,0,"0","0","0","0","",
6,120360,120733,"3",6,120733,0,"0","0","0","0","",
7,120734,124678,"4",7,124678,0,"0","0","0","0","",
8,139144,144023,"1",8,144023,0,"0","0","0","0","",
9,144024,144771,"2",9,144771,0,"0","0","0","0","",
10,144772,145213,"3",10,145213,0,"0","0","0","0","",
11,145214,147560,"4",11,147560,0,"0","0","0","0","",
12,165670,170883,"1",12,170883,0,"0","0","0","0","",
13,170884,171699,"2",13,171699,0,"0","0","0","0","",
14,171700,172073,"3",14,172073,0,"0","0","0","0","",
15,172074,175066,"4",15,175066,0,"0","0","0","0","",
16,187392,192643,"1",16,192643,0,"2","0","0","0","",
17,192644,193459,"2",17,193459,0,"0","0","0","0","",
18,193460,193663,"3",18,193663,0,"0","0","0","0","",
19,193664,196078,"4",19,196078,0,"0","0","0","0","",
20,213818,219095,"1",20,219095,0,"0","0","0","0","",
21,219096,220047,"2",21,220047,0,"0","0","0","0","",
22,220048,220285,"3",22,220285,0,"0","0","0","0","",
23,220286,226168,"4",23,226168,0,"1","0","0","0","",
24,242814,247757,"1",24,247757,0,"1","0","0","0","",
25,247758,248369,"2",25,248369,0,"0","0","0","0","",
26,248370,248369,"3",26,248370,0,"0","0","0","0","",
27,248370,251362,"4",27,251362,0,"0","0","0","0","",
28,269607,274923,"1",28,274923,0,"0","0","0","0","",
29,274924,275807,"2",29,275807,0,"0","0","0","0","",
30,275808,276351,"3",30,276351,0,"0","0","0","0","",
31,276352,296378,"4",31,296378,0,"1","0","0","1","child recognizes novel object",
32,316921,321672,"1",32,321672,0,"1","0","0","0","",
33,321673,322421,"2",33,322421,0,"1","0","0","0","",
34,322422,322965,"3",34,322965,0,"0","0","0","0","",
35,322966,325346,"4",35,325346,0,"0","0","0","0","",
36,342080,347445,"1",36,347445,0,"1","1","0","0","",
37,347446,348194,"2",37,348194,0,"0","0","0","0","",
38,348194,348330,"3",38,348330,0,"0","0","0","0","",
39,348330,355946,"4",39,355946,0,"0","0","0","0","",
40,375480,380424,"1",40,380424,0,"0","0","0","0","",
41,380425,381173,"2",41,381173,0,"0","0","0","0","",
42,381174,381479,"3",42,381479,0,"0","0","0","0","",
43,381480,407592,"4",43,407592,0,"2","0","0","1","child off task",
44,430535,435471,"1",44,435471,0,"0","0","0","0","",
45,435472,436151,"2",45,436151,0,"0","0","0","0","",
46,436152,436219,"3",46,436219,0,"0","0","0","0","",
47,436220,440878,"4",47,440878,0,"0","0","0","0","",
